191	train	0,1,0,0,0,0,0,0,0,0,
339	train	0,0,0,1,0,0,0,0,0,0,
161	train	0,0,0,0,0,0,1,0,0,0,
246	train	0,0,1,0,0,0,0,0,1,1,
247	train	0,0,1,0,0,1,0,0,0,0,
340	train	0,1,0,0,0,0,0,0,0,0,
418	train	1,0,0,0,0,0,0,0,0,0,
198	train	0,1,1,0,0,1,0,0,0,0,
181	train	0,0,0,0,0,0,1,0,0,0,
190	train	0,0,0,0,1,0,0,0,0,0,
33	train	0,0,0,0,0,0,0,0,0,0,
278	train	0,0,0,0,0,0,1,0,0,0,
115	train	0,0,1,0,0,0,0,0,1,1,
50	train	0,0,0,0,1,0,0,0,0,0,
420	train	0,0,1,0,0,0,0,0,1,1,
148	train	0,0,0,0,0,0,1,0,0,0,
268	train	0,1,0,0,0,0,0,0,0,0,
66	train	1,1,0,0,0,0,0,0,0,0,
329	train	0,1,0,0,0,0,0,0,0,0,
243	train	0,0,0,0,0,0,0,1,0,0,
93	train	0,0,0,0,1,0,0,0,0,0,
103	train	0,1,0,0,0,0,0,0,0,0,
244	train	1,0,0,0,0,0,0,0,0,0,
311	train	0,0,1,0,0,0,0,0,1,1,
119	train	0,0,0,0,0,0,1,0,0,0,
396	train	1,0,0,0,0,0,0,0,0,0,
293	train	0,0,0,0,1,0,0,0,0,0,
185	train	0,0,0,1,0,0,0,0,0,0,
109	train	0,0,0,1,0,0,0,0,0,0,
67	train	1,0,0,0,0,0,0,0,0,0,
220	train	1,0,0,1,0,1,0,0,0,0,
39	train	0,0,0,1,0,0,0,1,0,0,
94	train	0,1,0,0,0,1,0,0,0,0,
201	train	0,0,0,0,0,0,1,0,0,0,
264	train	0,1,0,0,0,0,0,0,0,1,
371	train	0,0,1,0,0,0,0,0,1,0,
102	train	1,0,0,0,0,0,0,0,0,0,
291	train	0,0,1,0,0,0,0,0,1,1,
218	train	0,0,0,1,0,0,0,0,0,0,
2	train	0,0,0,1,0,0,0,0,0,0,
425	train	0,0,0,0,0,0,0,1,0,0,
310	train	0,1,0,0,0,0,0,0,0,0,
166	train	0,0,0,0,1,0,0,0,0,0,
319	train	0,0,0,0,1,0,0,0,0,0,
152	train	0,1,0,0,0,0,0,0,0,0,
463	train	0,1,0,0,0,1,0,0,0,0,
26	train	0,0,1,0,0,0,0,0,1,1,
484	train	1,0,0,0,0,0,0,0,0,0,
104	train	0,0,0,0,0,0,1,0,0,0,
235	train	0,1,0,0,0,0,0,0,0,0,
213	train	0,0,0,0,0,0,0,0,1,0,
434	train	0,0,0,0,1,0,0,0,0,0,
350	train	0,0,1,0,0,0,0,0,1,1,
456	train	0,0,1,0,0,0,0,0,1,1,
296	train	0,0,0,0,0,0,1,0,0,0,
173	train	0,0,0,0,0,0,0,1,0,0,
392	train	0,0,0,0,0,0,1,0,0,0,
38	train	0,0,0,0,1,0,0,0,0,0,
167	train	1,1,0,0,0,0,0,0,0,0,
84	train	0,0,0,0,0,0,1,0,1,0,
71	train	0,0,0,0,1,0,0,0,0,0,
11	train	0,0,0,0,0,0,0,0,0,0,
136	train	0,0,0,0,0,1,0,0,0,0,
385	train	0,1,0,0,0,0,0,0,0,0,
88	train	1,0,0,0,0,1,0,0,0,0,
432	train	0,0,0,1,0,0,0,1,0,0,
314	train	1,1,1,0,0,0,0,0,0,0,
397	train	1,0,0,0,0,0,0,0,0,0,
177	train	0,0,1,0,0,0,0,0,1,1,
459	train	0,0,0,0,1,0,0,0,0,0,
422	train	0,0,0,1,0,0,0,0,0,0,
112	train	1,0,0,0,0,0,0,0,0,0,
297	train	0,1,0,0,0,0,0,0,0,0,
138	train	0,0,0,0,0,0,1,0,0,0,
197	train	0,0,0,0,0,0,1,0,0,0,
316	train	1,1,0,0,0,0,0,0,0,0,
345	train	0,1,0,0,0,0,0,0,0,0,
204	train	0,1,0,0,0,0,0,0,0,0,
315	train	0,0,1,0,0,0,0,0,1,1,
209	train	0,0,0,1,0,0,0,0,0,0,
383	train	0,0,1,0,0,0,0,0,1,1,
227	train	0,0,0,1,0,0,0,0,0,0,
408	train	0,0,0,0,1,0,0,0,0,0,
336	train	0,0,1,0,0,0,0,0,1,1,
165	train	1,0,1,0,0,0,0,0,1,0,
322	train	1,0,0,0,0,0,1,0,0,0,
356	train	0,0,0,0,0,0,0,1,0,0,
324	train	0,0,0,0,1,0,0,0,0,0,
351	train	0,0,0,1,0,0,0,0,0,0,
273	train	0,0,0,0,1,0,0,0,0,0,
154	train	0,0,1,0,0,0,0,0,1,1,
196	train	0,1,0,0,0,0,0,0,0,0,
369	train	0,0,0,0,0,0,0,1,0,0,
187	train	0,0,0,0,0,0,0,0,0,0,
242	train	0,0,0,0,0,0,1,0,0,0,
131	train	0,0,1,0,0,0,0,0,1,1,
225	train	0,0,0,0,0,0,0,0,0,0,
61	train	0,1,0,0,0,0,0,0,0,0,
413	train	0,0,0,0,0,0,1,0,0,0,
428	train	0,0,0,0,1,0,0,0,0,0,
219	train	0,0,0,0,1,0,0,0,0,0,
4	train	1,0,0,0,0,0,0,0,0,0,
3	train	0,0,0,0,0,0,0,1,0,0,
151	train	0,0,0,0,0,0,1,0,0,0,
126	train	1,0,0,0,0,0,0,0,0,0,
488	train	1,0,0,0,0,0,0,0,0,0,
162	train	0,0,0,0,0,0,0,0,0,0,
34	train	0,0,0,0,1,0,0,0,0,0,
326	train	0,0,0,0,1,0,0,0,0,0,
111	train	1,0,0,0,0,0,0,0,0,0,
238	train	1,0,0,0,0,0,0,0,0,0,
110	train	0,0,0,0,0,0,1,0,0,0,
149	train	0,0,0,0,0,0,1,0,0,0,
381	train	0,0,1,0,0,0,0,0,1,1,
208	train	0,0,0,0,0,0,0,0,0,0,
375	train	0,0,0,0,0,0,1,0,0,0,
203	train	1,0,0,0,0,0,0,0,0,0,
24	train	1,0,0,0,0,0,0,0,0,0,
255	train	0,0,0,0,0,0,1,0,1,0,
401	train	0,0,1,0,0,0,0,0,1,1,
398	train	1,1,0,0,0,0,0,0,0,0,
171	train	1,1,1,1,0,1,0,0,1,1,
461	train	0,0,0,0,0,0,1,0,0,0,
426	train	0,1,0,0,0,0,0,0,0,0,
331	train	1,0,0,0,0,0,0,0,0,0,
64	train	0,0,1,0,0,0,0,0,1,1,
19	train	0,0,0,1,0,0,0,0,0,0,
259	train	0,0,0,1,0,0,0,0,0,0,
48	train	0,0,0,0,1,0,0,0,0,0,
289	train	0,0,0,0,0,0,0,0,0,0,
283	train	0,0,0,0,1,0,0,0,0,0,
83	train	0,0,0,0,1,0,0,0,0,0,
378	train	0,0,0,0,1,1,0,0,0,0,
106	train	0,0,0,0,1,0,0,0,0,0,
158	train	0,0,0,0,1,0,0,0,0,0,
105	train	0,0,0,0,0,0,0,1,0,0,
51	train	0,0,0,1,0,0,0,0,0,0,
333	train	0,1,0,0,0,0,0,0,0,0,
86	train	0,1,0,0,0,0,0,0,0,0,
349	train	0,0,0,0,0,0,1,0,0,0,
288	train	0,0,0,0,1,0,0,0,0,0,
80	train	0,0,0,0,1,0,0,0,0,0,
46	train	0,0,0,0,1,0,0,0,0,0,
79	train	0,1,1,0,0,0,0,0,0,0,
279	train	0,0,0,0,0,0,0,0,1,1,
438	train	0,0,0,0,0,0,0,0,0,0,
15	train	1,0,0,0,0,0,0,0,0,0,
436	train	0,0,0,0,1,0,0,0,0,0,
1	train	0,0,0,0,0,0,1,0,0,0,
170	train	0,0,0,1,1,0,0,1,0,0,
405	train	0,0,0,1,0,0,0,1,0,0,
302	train	0,0,0,0,0,0,0,0,0,0,
495	train	0,0,0,0,0,0,1,0,0,0,
75	train	0,0,0,0,0,0,1,0,1,0,
355	train	0,0,1,0,0,0,0,0,1,1,
5	train	0,0,0,0,1,0,0,0,0,0,
366	train	0,0,0,0,1,0,0,0,0,0,
168	train	0,0,0,0,1,0,0,0,0,0,
341	train	1,0,0,0,0,0,0,0,0,0,
211	train	0,1,0,0,0,0,0,0,0,0,
164	train	0,0,0,0,1,0,0,0,0,0,
455	train	0,1,0,0,0,0,0,0,0,0,
379	train	0,0,0,0,0,0,0,0,0,0,
253	train	0,0,0,0,0,0,1,0,0,0,
441	train	0,1,0,0,0,0,0,0,0,0,
53	train	0,1,0,0,1,1,0,0,0,0,
13	train	0,0,0,0,1,0,0,0,0,0,
69	train	0,0,1,0,0,0,0,0,1,1,
376	train	1,0,0,0,1,0,0,0,0,0,
354	train	1,0,0,0,0,0,0,0,0,0,
241	train	1,0,0,0,0,0,0,0,0,0,
172	train	0,0,0,0,1,0,0,0,0,0,
63	train	0,0,0,1,0,0,0,0,0,0,
228	train	0,0,0,0,0,0,1,0,0,0,
404	train	0,0,0,1,0,0,0,0,0,0,
448	train	0,0,0,1,0,0,0,0,0,0,
176	train	0,1,0,0,0,0,0,0,0,0,
442	train	1,0,0,0,0,0,0,0,0,0,
303	train	0,0,1,0,0,0,0,0,1,1,
