0	train	0,0,0,0,0,0,0,0,1,0,
1	train	1,0,0,1,0,0,0,0,0,0,
2	train	0,0,0,0,1,0,0,0,0,0,
3	train	0,0,0,0,0,0,1,0,0,0,
4	train	0,0,0,0,0,0,0,0,0,1,
5	train	1,1,0,0,0,0,0,0,0,0,
6	train	0,0,0,0,0,0,1,0,0,0,
7	train	0,0,0,0,0,0,0,1,0,0,
8	train	0,0,0,0,0,0,1,0,0,0,
9	train	0,0,0,0,1,0,0,0,0,0,
10	train	0,0,0,0,0,0,1,0,0,0,
11	train	1,1,0,0,0,0,0,1,0,0,
12	train	0,0,0,0,0,1,0,1,0,0,
13	train	0,0,1,0,0,0,0,0,0,1,
14	train	0,0,0,0,0,0,0,0,0,1,
15	train	0,0,0,1,0,0,0,0,0,0,
16	train	0,1,0,0,0,0,0,0,0,0,
17	train	1,0,0,0,0,0,0,1,0,0,
18	train	0,0,0,0,0,0,0,0,0,1,
19	train	0,0,0,1,0,0,0,0,0,0,
20	train	0,0,0,0,1,0,0,0,0,0,
21	train	0,0,0,0,0,0,0,1,0,0,
22	train	0,0,0,0,0,0,0,1,0,0,
23	train	0,0,0,0,0,0,0,1,0,0,
24	train	0,0,0,0,0,1,0,0,0,0,
25	train	0,0,0,0,0,0,0,0,0,1,
26	train	1,0,0,0,0,0,0,0,0,0,
27	train	0,0,0,0,0,0,0,1,0,0,
28	train	0,0,0,0,0,0,0,0,0,1,
29	train	0,1,0,0,0,0,0,0,0,0,
30	train	0,0,0,0,0,0,0,1,0,0,
31	train	0,1,0,0,0,0,0,0,0,0,
32	train	0,0,0,0,0,0,0,1,0,0,
33	train	0,0,0,0,0,0,1,0,1,0,
34	train	0,0,0,0,0,0,0,1,0,0,
35	train	0,0,0,0,1,0,0,0,0,0,
36	train	0,0,1,0,1,0,0,0,0,0,
37	train	0,0,0,0,0,0,0,1,0,0,
38	train	0,0,0,0,0,0,1,0,0,0,
39	train	0,0,0,1,0,0,0,0,0,0,
40	train	1,0,1,0,0,0,0,0,1,0,
41	train	0,0,0,0,0,0,0,1,0,0,
42	train	0,0,0,0,0,0,0,1,0,0,
